869,1508,12741
472,2531,199226
488,2851,169094
1164,42749,1334
64,47921,2688294
153,69441,1577365
1312,71727,168
454,78115,220645
138,79383,1673554
1315,99118,163
850,113569,14067
1001,117337,5136
1149,162884,1454
781,181252,21632
517,214147,132533
526,222355,124289
1021,225290,4526
502,239645,151039
379,241929,382819
149,281365,1596457
1014,285984,4782
547,321940,104177
409,322413,316447
256,329666,806805
1030,330836,4073
352,339159,463680
1083,359095,2468
1130,365034,1706
322,372053,543622
14,373141,5055892
1200,375644,895
17,389031,4613675
661,391015,49858
273,431849,729087
451,436751,224621
41,440236,3320675
602,443543,71125
864,455314,12949
1281,471928,321
228,475539,963838
159,477722,1523557
837,481127,15603
1214,487690,806
150,494288,1586170
346,521059,471286
26,531505,4077111
210,533324,1083964
165,554916,1472762
1185,576227,1087
619,603377,64795
891,606771,10684
844,618052,15025
865,681429,12922
419,687472,290310
463,731467,205942
604,745517,70314
1383,801208,25
1101,808910,2238
531,814724,115421
647,843623,56125
289,846256,662098
1243,860712,543
1064,872102,2960
615,875767,66075
611,897558,67682
842,937429,15249
1374,1074471,39
1290,1136057,248
1262,1143322,430
821,1163364,17026
104,1218856,2096656
125,1231948,1809408
960,1248354,6972
702,1253176,36772
1062,1254038,2994
1056,1257717,3166
1165,1293347,1327
545,1294943,104949
912,1315389,9316
1377,1349815,33
992,1352700,5401
675,1355462,44557
701,1364541,37064
79,1369934,2396737
1093,1372733,2315
453,1380557,221471
78,1413055,2408677
182,1474120,1294932
1292,1477021,235
910,1478219,9524
1054,1481313,3202
706,1496848,34834
1112,1499711,2036
829,1499862,16703
385,1502568,366041
1275,1518132,362
775,1522055,22165
966,1540375,6654
295,1540783,631836
572,1585618,84102
771,1596179,22862
49,1618709,3115518
1327,1635381,129
1289,1637902,252
1175,1643892,1225
245,1657009,867661
212,1679948,1078022
571,1695817,85211
595,1721561,73291
192,1724056,1205658
1104,1730767,2200
1170,1790726,1280
294,1805292,632084
156,1821171,1540191
783,1831294,20957
1359,1848688,64
417,1854222,291298
344,1886612,472150
1284,1897128,301
1155,1916056,1424
933,1920830,8144
883,1922760,11473
1095,2010204,2270
568,2058770,86788
1362,2074204,52
643,2083151,57014
507,2098199,147182
926,2103983,8550
305,2118366,604245
254,2135809,811172
1356,2148338,67
1370,2157141,45
965,2172850,6688
1386,2248936,22
1235,2249171,587
1219,2255549,744
209,2277265,1084335
749,2282853,27099
552,2283886,95764
562,2292693,90759
1357,2313965,65
1127,2323298,1712
579,2332453,78927
930,2334296,8283
1414,2357814,5
943,2379513,7598
898,2384823,10480
464,2384837,205774
968,2402436,6539
438,2406303,245867
1071,2460335,2736
434,2462248,249622
1278,5281843,338
532,5291491,114391
73,5293704,2501819
86,5296579,2269405
609,5297504,68159
339,5301241,490755
251,5327645,829813
614,5335051,66153
1256,5338283,459
1151,5375280,1450
286,5378794,678237
533,5413918,114111
142,5424301,1644311
1351,5424497,76
340,5479460,486081
1059,5492317,3113
1311,5496868,168
113,5503001,1974016
394,5508452,348464
99,5515472,2136760
361,5532582,443661
636,5547434,58630
550,5547958,98619
69,5554668,2581693
230,5563541,944526
1392,5574028,18
249,5579592,843173
226,5581943,980556
118,5625167,1893759
953,5636447,7379
235,5649009,926667
1405,5663821,9
859,5694294,13316
293,5695735,641643
388,5859477,361297
578,5936300,79358
582,5955884,78704
160,5960538,1506887
1301,5973559,190
151,5985058,1582224
103,5990002,2100482
1118,5990777,1876
765,6013902,23362
1263,6025096,430
32,6053349,3719515
74,6075513,2495021
147,6083709,1614148
987,6099825,5689
792,6123735,19402
1028,6129205,4098
745,6177374,27636
354,6189796,459801
952,6215720,7393
807,6221979,18419
18,6222181,4573762
341,6245413,484838
872,6261338,12412
194,6270184,1194148
618,6280562,64970
233,6281709,940515
176,6281869,1391064
947,6299615,7459
171,6309083,1450560
110,6314174,1990605
549,6329798,99979
250,6341203,837176
946,6345259,7509
148,6369282,1596705
338,6384754,493182
144,6402651,1629251
928,6415860,8350
1198,6415980,907
656,6417776,51939
343,6421978,474933
588,6423656,77029
262,6427561,759269
1257,6434781,457
323,6442928,534335
756,6443435,25271
1050,6479767,3392
1121,6493022,1832
587,6508561,77450
1384,6513154,25
274,6513727,724106
111,6526703,1982850
316,6530716,553703
795,6541239,19279
780,6560556,21678
170,6566724,1451428
600,6568227,71309
646,6577953,56405
977,6603763,6121
1018,6607121,4579
1244,6610861,530
1191,6622295,1003
2,6631824,8750292
969,6649681,6519
126,6678728,1802708
288,6681377,662544
648,6695312,55677
1296,6751342,220
80,6780984,2357327
748,6844134,27151
175,6852529,1413559
1168,6863098,1301
12,6874936,5169320
107,6881365,2057207
1274,6893587,376
471,6909096,199641
1368,6914999,45
1328,6919619,129
303,6934939,612887
1115,6943224,1938
939,6944735,7833
1277,6950063,342
1131,6952184,1669
62,6962695,2710221
1294,6965133,224
1231,6966123,611
881,6993201,11529
484,7017836,177671
1,7037587,10233347
143,7045189,1640786
672,7047418,46147
426,7047555,269653
234,7068127,934978
724,7079127,31290
365,7087553,425152
1313,7098091,166
1393,7099525,17
285,7119872,679262
116,7124650,1915883
444,7130396,237980
459,7135764,214679
334,7140372,503336
184,7145860,1289975
743,7154218,27908
641,7164307,57214
1041,7209932,3667
761,7221253,24199
179,7229438,1330932
54,7245181,3021619
1211,7248147,838
9,7270627,5637473
237,7282201,916262
1105,7283130,2192
882,7299847,11502
548,7299955,100389
1031,7319349,4055
37,7331306,3520053
1006,7337890,5040
543,7359452,105768
570,7367571,85389
229,7380225,955291
109,7395591,2021462
1169,7397491,1295
900,7403536,10055
372,7407969,413779
924,7419675,8592
88,7420003,2248408
1241,7422886,555
38,7448518,3519983
132,7454870,1736183
422,7469645,284400
1391,7474950,18
208,7480368,1088528
220,7487997,1014725
456,7488710,217394
91,7496217,2227345
174,7512765,1424260
477,7523890,193111
95,7526714,2179878
739,7544065,28617
944,7544289,7569
22,7554750,4210098
136,7577120,1698852
214,7587592,1058202
915,7597336,8956
884,7599478,11424
205,7629317,1109838
1335,7631403,106
679,7672764,43644
200,7678729,1148115
1412,7681173,5
772,7694996,22293
173,7696257,1435281
1372,7705905,40
89,7707372,2248000
473,7714791,199054
490,7720846,166283
92,7724041,2210859
5,7736488,6126965
700,7743680,37929
557,7745268,92523
75,7758735,2491281
187,7759969,1276933
380,7766645,382386
15,7781056,4823175
1096,7784828,2268
649,7794839,54364
1120,7799126,1852
13,7801942,5061888
319,7812735,550372
1024,7814957,4432
1382,7816327,26
298,7823569,627772
1179,7825439,1160
98,7835141,2142638
669,7844947,47466
201,7850654,1139315
299,7855168,626798
336,7858383,500236
28,7859528,3883465
593,7863023,73703
1141,7875316,1561
297,7881841,631206
158,7887410,1530279
358,7888681,448030
506,7891279,147548
178,7907783,1337192
892,7909482,10645
878,7909532,11924
129,7912004,1767938
832,7921730,16554
1192,7925392,990
418,7926106,290833
674,7930660,45349
351,7930966,465071
146,7935327,1618158
331,7937755,513062
1086,7939766,2430
302,7945323,617220
1366,7946075,47
1061,7946098,3044
914,7949169,9165
50,7957583,3098374
4,7968497,6204930
1388,7972592,21
1330,7973283,120
428,7977410,268634
716,7979840,32872
101,7990422,2115709
411,8009241,309250
1007,8016061,4996
324,8018043,531475
814,8018480,17580
442,8021643,241773
378,8027165,383096
1225,8032546,655
432,8037536,252795
337,8038470,493352
376,8046778,387276
157,8049091,1537601
1387,8052104,22
962,8058703,6769
1100,8075893,2241
684,8084002,42137
695,8088214,38249
525,8095624,125173
818,8105640,17279
1138,8106319,1598
737,8108209,28678
427,8113308,269573
1180,8118247,1094
841,8123777,15293
122,8124581,1815103
539,8128825,108202
514,8152033,133796
929,8158378,8345
1058,8159821,3123
955,8166993,7246
627,8167983,62876
177,8169307,1363389
281,8177047,699428
738,8186923,28645
161,8190057,1505485
97,8193141,2170507
67,8194872,2658104
93,8196494,2198825
115,8196536,1934062
603,8206675,70599
19,8206802,4394618
429,8209620,259931
320,8230558,547626
1309,8241656,171
30,8243788,3730446
23,8271328,4169617
1299,8274900,213
1160,8277287,1404
31,918631050,3724962
497,918645510,158228
382,918658771,375967
215,918660220,1055652
255,918670937,808746
1397,918675815,13
817,918677191,17298
82,918711123,2349909
976,918711627,6135
470,918713423,200196
722,918713809,31484
1090,918716841,2386
567,918724325,87022
460,918724457,213282
108,918739823,2027135
61,918745650,2711732
292,918746577,658458
997,918747829,5244
21,918753545,4273524
330,918755688,515829
812,918763319,17850
102,918775584,2115040
252,918780310,818991
678,918793084,43981
1089,918796084,2389
1413,918796938,5
1375,918805004,37
441,918825356,243443
51,918826756,3096358
231,918827104,943326
195,918852150,1192074
280,918856240,713075
440,918857781,243943
803,918864038,19023
257,918865801,802517
469,918866300,200816
332,918873345,507539
342,918874497,484032
1252,918881485,474
404,918882105,323158
386,918889446,365616
811,918891459,18011
542,918894060,106299
1230,918894244,619
708,918897113,33892
240,918898782,886749
455,918899905,218114
169,918903930,1463984
246,918913258,858023
317,918916207,552792
162,918916774,1488284
527,918919530,123963
119,918920176,1878736
493,918921168,164087
1255,918922155,462
621,918923392,64071
1068,918925465,2862
106,918936027,2074591
1254,918943526,463
243,918954555,873838
583,918966205,78635
