18,1674,340426
856,2851,20682
1411,9924,4618
1810,14314,1416
1147,58031,9023
829,60448,22975
729,67540,29640
1059,82220,12411
1317,87870,5918
1164,99118,8809
2444,99535,150
2139,113569,489
2017,114718,735
846,117337,21717
347,134698,81370
1673,162884,2165
2147,184850,480
1904,217335,1030
1700,223966,1984
23,230211,316191
1122,233122,9761
1568,239519,2823
520,244587,52701
38,250302,284457
719,278273,30569
442,278946,62403
517,281365,52995
1150,283735,8980
2171,284305,445
212,285984,124905
1848,305017,1290
1513,306976,3288
1040,321940,13011
817,329666,23822
229,330836,118489
2732,351946,4
2384,360528,198
316,407402,90009
723,425772,30055
1310,431402,5995
138,434730,154987
1044,438459,12854
2709,455314,9
678,471928,33796
1941,475208,924
924,479593,17221
1149,481127,8983
2281,487690,308
2551,494288,85
1771,507531,1634
1153,509100,8927
331,521059,84096
2626,531505,36
2020,560114,730
1357,576350,5229
786,603377,25305
825,632152,23173
2285,644784,305
1977,649335,840
1363,669166,5147
588,677733,43579
440,678429,62424
1404,681429,4706
859,687472,20527
670,707989,34683
501,715409,54670
2345,718135,235
1523,720432,3225
2377,739140,205
1470,741039,3801
910,745517,17724
1286,754579,6270
2741,767476,3
598,787499,42916
2591,793190,56
2509,801208,98
201,801236,129263
1467,808910,3824
185,829805,133529
1081,835314,11335
2585,843623,60
11,844828,367890
1132,846256,9430
1383,860712,4932
943,875767,16432
1642,876445,2340
1390,882635,4861
2707,890208,9
608,921611,41099
835,921727,22652
1012,928814,13908
227,930076,119009
75,932546,213603
1221,937429,7406
1555,939136,2953
812,946119,24038
2101,953333,545
2246,976772,352
1495,976826,3535
779,984642,26203
490,985327,55450
3,989168,610755
2027,995700,714
2236,1002313,360
1928,1012703,950
2619,1019564,40
1812,1039276,1400
1605,1087192,2540
794,1111807,24812
2378,1118419,202
954,1121324,15955
2364,1122447,217
2477,1127691,124
1589,1132052,2653
2629,1136057,36
1942,1143322,923
369,1148209,76531
2453,1152407,138
789,1193860,25111
1501,1194782,3440
2460,1197704,134
1030,1210050,13202
2631,1218856,34
1305,1237443,6057
1068,1248354,12088
1627,1252153,2442
852,1253176,21057
1909,1253460,1015
2334,1254038,249
2310,1268219,269
2446,1277975,147
1426,1278225,4280
970,1281265,15272
1744,1293347,1760
751,1301489,28369
1103,1312627,10469
133,1340067,158949
1151,1342751,8975
360,1349815,77690
329,1352700,85846
2659,1355462,24
1822,1368669,1378
280,1372733,99241
1331,1391043,5745
683,1402925,33250
499,1413055,54715
758,1433271,27471
2681,1449080,16
1165,1474592,8796
73,1481313,215375
