1508,xnando,46,1,736,2837
1674,Zeotavios,475,14,101195,99
2851,DonQuixote,216,4,13411,826
3728,MarianaDias,0,1,76,4770
9924,tauan,0,0,0,5855
14314,Adeilton,795,1,1828,1983
14585,marcolao,0,0,0,5856
45760,tandera,0,1,198,3996
47921,Odarnoc,562,3,7002,1051
51321,marcellobs,0,1,26,5191
58031,harpiah,505,6,11070,899
60448,bertoroger,0,0,0,5857
67540,djjerry,0,1,133,4352
69687,Malikos,510,1,1183,2424
71727,wrzocca,930,1,1435,2231
78115,NBL Allan,0,1,545,3082
82220,Mitnick8,0,2,2324,1737
87870,lucastnk,0,0,0,5858
89471,Solimão,0,1,26,5192
89872,*Jr.CorinGa*,0,1,26,5193
99118,César Willer S. Costa,389,9,37530,450
99535,kikorolim,0,1,2971,1540
105514,hellhammer,205,5,18922,695
113569,pedromatos,903,1,1636,2099
114718,Claudius Tiranus,0,1,1673,2075
117337,Franciscom,0,1,2530,1661
134698,Carlos Rôlo,101,8,51060,315
138202,luizbarr,809,0,0,5859
140074,leodl123,0,1,79,4717
145988,gfbrito,0,1,100,4577
149670,m0kas,0,1,188,4068
154954,Buginha,0,1,185,4088
158580,c4rluz,0,1,82,4691
159900,scarfax,0,1,359,3448
160245,los benga,0,0,0,5860
162884,nardo.vp,895,1,2150,1826
172338,VMOM,0,1,242,3800
179221,trygger,0,1,536,3101
181879,keny.f,0,1,5463,1161
182548,carlos pinto,0,0,0,5861
184432,baguete,990,1,1288,2332
184850,Kitty5,0,2,1448,2221
198107,amarinho,929,1,445,3252
200305,lele100,0,1,183,4099
209129,rodrigomartins,0,1,98,4585
210031,OCTOPLUS,546,1,511,3133
217335,Abigor,0,0,0,5862
218889,Mysterium,81,4,11209,890
220381,Petroski,0,1,123,4437
223966,Dellima,885,1,366,3430
225290,GEKO,0,1,1053,2516
225648,Lord Pig,0,1,944,2622
230211,snakeph,29,28,209081,14
233122,o Bruxão,0,0,0,5863
236801,DANTHIX,0,1,121,4451
244587,vergalhao,0,2,7046,1048
250302,brbrbr,306,13,51358,309
265833,Carlos M.,0,2,1064,2506
278273,renepilef,620,6,18858,698
278946,rocagi,222,6,42789,390
279509,fbi1988,930,1,579,3026
281365,gabriel546,137,6,45895,363
283735,FIREMAM193,205,6,18718,702
284305,paulo batman fernandes,101,7,17041,734
285984,WILLIANDIEGO,137,13,84257,141
299992,spectrum speaker,0,1,140,4311
305017,Kanpai,0,1,2244,1776
306976,bonecomaluko,682,2,5730,1140
312857,vandersonv,851,1,905,2667
321940,Renegadux,0,1,1209,2403
329666,Kadette,81,6,34905,490
330836,Pai de Todos Nos,0,0,0,5864
333754,HighlandLegend,0,1,685,2892
337973,moscae,21,0,0,5865
351946,BIGBAFO,469,1,600,2989
356001,virtue41,0,1,165,4206
360528,kokin,562,1,1424,2240
360847,skiter1,0,1,77,4737
366988,UmpaLumpa,0,1,1526,2166
372053,fabiop2,0,1,207,3955
377487,binno10,0,1,138,4323
391015,digorox,273,0,0,5866
407402,Igorlc,29,11,68570,209
409200,luaran,0,1,26,5194
412892,albertbento,0,1,26,5195
413696,tlulicopip,0,1,260,3743
419478,dikle,0,1,894,2679
425772,MORALISTA,389,6,21931,643
426413,paulo-santos,0,1,406,3334
431402,jonathan-bom,0,2,1768,2016
434467,AndAlex,829,1,3634,1386
434730,jonleal,29,9,65200,225
437094,kaiocesar,0,1,26,5196
440236,carianos,0,1,140,4312
443543,GugaLukas,0,1,90,4627
444924,Chacal-kan,0,1,226,3860
446407,olavionogueira,927,1,301,3609
455314,alexguerreiro,0,0,0,5867
471088,marcos ferreira girao,0,0,0,5868
471928,Rusti,664,6,21645,646
475208,Luis Bromel,857,3,7236,1036
477722,maiteco,0,0,0,5869
479593,Emidio BoogaaSs,0,1,26,5197
481127,christianbus,94,6,16730,738
487690,kingnives,0,1,180,4118
494288,olivaster,842,1,1968,1907
507531,dandezaal,600,1,276,3689
509100,WARSxGaviao9,0,0,0,5870
521059,JAS46,664,8,42233,399
531505,- Alemão Safado,0,1,314,3565
531860,levysc,811,1,1577,2134
535166,itsmerubam,0,1,26,5198
535829,saback,0,1,147,4286
554916,nataps,0,0,0,5871
560114,mastersystem,0,1,1525,2167
569562,digodk,0,1,310,3639
570027,Narashima,0,1,611,2971
575104,sednem,491,1,3082,1513
576227,Edson de melo lima,0,1,288,3650
576350,Bromer 3,765,1,3284,1453
586183,wolfms,141,1,902,2670
603377,tp-hmartins,358,9,29060,551
612884,picareta3,860,1,1247,2372
624282,Grega11,0,1,358,3452
625501,black jav,0,1,403,3345
632152,Farrel Kautely,580,5,12558,844
639435,Luiz de Cassia,789,1,1352,2282
641641,alisonpl,0,1,133,4353
641852,prmzam,0,1,121,4452
644784,vagnerrx,0,0,0,5872
649335,gabrielrp147,829,2,4589,1242
653892,netopingo,0,1,70,4845
677733,NARNIA 3,118,9,46971,347
678429,OmegaDestroid,475,7,29632,540
681429,portoamado,319,1,890,2682
685825,danielbednarchuk,851,1,805,2768
687472,salles0103,851,1,259,3746
692232,lorde das almas,884,2,6315,1096
696229,alucinado78,594,1,1983,1894
701698,jaiminho171,0,1,180,4119
707989,gabrielvivanco,205,13,48984,332
709363,juhlins,0,0,0,5873
715409,Razorbartok,320,2,8826,967
717749,faccioni,408,1,26,5199
718135,silvio rafael,0,1,1134,2467
720432,TOMPITBULL,294,2,5538,1158
731467,Arrais Peres,0,0,0,5874
