1508,xnando,46,1,736,2882
1674,Zeotavios,475,14,92902,91
2851,DonQuixote,216,5,14174,769
3728,MarianaDias,0,1,76,4825
7288,Kirt,0,1,77,4792
9924,tauan,0,0,0,5838
14314,Adeilton,795,1,1391,2262
14585,marcolao,307,1,2999,1516
42749,avigdor,612,1,2300,1735
45760,tandera,0,1,201,4072
47921,Odarnoc,562,3,6557,1071
51321,marcellobs,0,1,26,5240
58031,harpiah,505,4,7894,999
60448,bertoroger,0,0,0,5839
67540,djjerry,0,1,133,4434
69687,Malikos,510,1,1129,2460
71727,wrzocca,930,1,1076,2516
77840,Belomonte,0,1,134,4430
78115,NBL Allan,0,1,1584,2142
82220,Mitnick8,0,3,3500,1384
87870,lucastnk,0,0,0,5840
89471,Solimão,0,1,26,5241
89872,*Jr.CorinGa*,0,1,26,5242
99118,César Willer S. Costa,389,7,31021,481
99535,kikorolim,0,1,2698,1602
105514,hellhammer,205,5,17016,693
113569,pedromatos,774,1,1355,2280
114718,Claudius Tiranus,0,1,1245,2360
117337,Franciscom,0,1,2149,1804
134698,Carlos Rôlo,101,8,48011,281
137433,thiagorsilva89,0,1,38,5179
138202,luizbarr,809,0,0,5841
140074,leodl123,0,1,79,4774
149670,m0kas,0,1,188,4155
158580,c4rluz,0,1,82,4755
159900,scarfax,0,1,359,3520
160245,los benga,0,1,987,2605
162884,nardo.vp,895,1,1700,2053
171268,wasloko,0,1,26,5243
172338,VMOM,0,1,213,4010
179221,trygger,0,1,525,3165
181879,keny.f,0,1,5458,1140
182548,carlos pinto,0,0,0,5842
184432,baguete,965,1,796,2795
184850,Kitty5,205,3,5174,1166
198107,amarinho,929,1,385,3458
210031,OCTOPLUS,546,1,335,3595
217335,Abigor,811,1,2912,1539
218889,Mysterium,81,4,9954,911
220381,Petroski,0,1,123,4512
223966,Dellima,885,1,314,3663
225290,GEKO,0,1,716,2907
225648,Lord Pig,80,1,944,2647
230211,snakeph,29,25,176756,14
233122,o Bruxão,310,1,3423,1394
236801,DANTHIX,0,1,121,4526
239519,Frida,0,0,0,5843
244587,vergalhao,0,6,32890,449
250302,brbrbr,0,15,73825,145
265833,Carlos M.,0,2,1064,2525
278273,renepilef,604,5,16964,694
278946,rocagi,222,6,38604,370
279509,fbi1988,930,1,430,3348
281365,gabriel546,137,6,41175,339
283735,FIREMAM193,205,6,15971,720
284305,paulo batman fernandes,101,7,15871,725
285984,WILLIANDIEGO,137,12,74262,144
299992,spectrum speaker,0,1,140,4396
305017,Kanpai,0,1,1824,1975
306976,bonecomaluko,682,2,4836,1199
312857,vandersonv,851,1,501,3213
321940,Renegadux,307,1,888,2704
324906,Saske ag,0,1,26,5244
329666,Kadette,81,5,31191,478
330836,Pai de Todos Nos,0,0,0,5844
333754,HighlandLegend,0,1,308,3680
337973,moscae,21,0,0,5845
347854,Crisdmc,261,1,479,3246
351946,BIGBAFO,469,1,413,3387
356001,virtue41,0,1,165,4284
360528,kokin,562,1,1424,2242
360847,skiter1,0,1,77,4793
366988,UmpaLumpa,0,1,1197,2413
372053,fabiop2,0,1,207,4043
377487,binno10,0,1,138,4410
391015,digorox,273,0,0,5846
407402,Igorlc,29,8,51006,260
412892,albertbento,0,1,26,5245
413696,tlulicopip,0,1,274,3786
419478,dikle,0,1,741,2873
425772,MORALISTA,389,6,19178,653
426413,paulo-santos,0,1,394,3432
431402,jonathan-bom,594,3,5094,1174
434467,AndAlex,829,1,3158,1460
434730,jonleal,29,9,58885,211
437094,kaiocesar,0,1,26,5246
438459,aeonflux,0,0,0,5847
440236,carianos,0,1,140,4397
443543,GugaLukas,0,1,90,4697
444924,Chacal-kan,0,1,226,3956
446407,olavionogueira,748,1,274,3787
455314,alexguerreiro,0,0,0,5848
471088,marcos ferreira girao,0,0,0,5849
471928,Rusti,664,4,16651,700
475208,Luis Bromel,857,3,5716,1121
477722,maiteco,0,0,0,5850
479593,Emidio BoogaaSs,0,1,26,5247
481127,christianbus,94,6,14898,750
487690,kingnives,0,1,180,4197
494288,olivaster,842,1,1646,2096
507531,dandezaal,600,1,3834,1334
509100,WARSxGaviao9,0,0,0,5851
521059,JAS46,664,8,38989,365
531505,- Alemão Safado,0,1,314,3664
531860,levysc,811,1,1296,2321
535166,itsmerubam,0,1,26,5248
535829,saback,0,1,147,4376
554916,nataps,0,0,0,5852
560114,mastersystem,0,1,1086,2503
570027,Narashima,0,1,449,3309
575104,sednem,491,1,2956,1528
576227,Edson de melo lima,0,1,288,3737
576350,Bromer 3,765,1,2557,1631
586183,wolfms,141,1,851,2738
603377,tp-hmartins,358,8,24177,576
612884,picareta3,0,1,848,2741
618052,Luis Chiara,0,0,0,5853
624282,Grega11,0,1,342,3573
625501,black jav,827,1,405,3402
632152,Farrel Kautely,510,5,11705,841
635819,phsmph,0,1,26,5249
637105,biblou,0,0,0,5854
