1,919351310,1711018
2,919476182,1689665
3,919501106,1440513
4,919626731,1272271
5,919453825,1208458
6,919141241,1050474
7,250302,957867
8,919106936,939170
9,919677588,827186
10,919676213,815481
11,919671702,621490
12,919632698,605960
13,919556949,573378
14,5453280,571702
15,1703327,570082
16,7713240,565905
17,6518098,503396
18,919588934,487766
19,919673649,484436
20,919672587,478724
21,1413055,463919
22,6714301,463869
23,6944735,451708
24,919672933,446862
25,918635654,436689
26,1960243,420621
27,919112793,400541
28,7090866,400256
29,919677720,395576
30,919655187,390329
31,918658041,374491
32,919565561,374418
33,6943434,371468
34,7652376,370771
35,8030244,359740
36,919499537,354896
37,919666661,352217
38,985327,351381
39,919430945,350706
40,7553079,330737
41,919676868,330730
42,919567222,325717
43,919448953,323669
44,919519870,321630
45,919673874,319789
46,919664318,319224
47,919500783,316224
48,919167999,308780
49,7420245,305833
50,8141122,303637
51,919473031,284653
52,1127691,282556
53,919671344,279290
54,919655765,278936
55,919199920,278582
56,919506344,274836
57,918768399,265238
58,919643030,253372
59,918883343,253210
60,918668369,249288
61,919675879,241383
62,2444941,241184
63,1481313,239331
64,919035681,238387
65,7471725,237394
66,919662774,236926
67,829805,236132
68,8216961,234705
69,919678009,230495
70,919673651,229915
71,919668057,227440
72,7141726,224900
73,919650249,223725
74,919479335,220947
75,919516208,220910
76,7630883,218447
77,7935327,217791
78,919622278,216393
79,7729811,215677
80,1148209,215333
81,8004090,210379
82,919675965,210038
83,6369282,208995
84,919676086,207954
85,919381931,206830
86,919282327,202388
87,8179733,199016
88,919591071,191997
89,918727106,191965
90,919419209,190066
91,5743109,186943
92,7445223,184773
93,919500019,182830
94,919625456,182629
95,8133871,182142
96,919670880,181968
97,918995533,180353
98,919678515,179124
99,919676476,175078
100,7613127,174925
101,919349805,171129
102,918827105,170459
103,1474592,168411
104,2851,167894
105,5712664,166850
106,919676453,166457
107,7161081,164611
108,919003103,164329
109,7670231,163424
110,1197704,162532
111,919655123,162229
112,919465771,159507
113,919676414,158257
114,7818634,157805
115,919010030,157152
116,745517,156199
117,860712,156110
118,919663666,155761
119,2384837,154715
120,919672253,152579
121,5388988,149713
122,919565367,149193
123,919667459,148258
124,919600304,147604
125,919675991,146452
126,1897555,145843
127,919676877,145689
128,919308506,144692
129,919675869,144504
130,919674494,144014
131,919659913,143813
132,919673674,143460
133,6463824,142784
134,919438374,142638
135,918850381,141679
136,2279925,141604
137,919520733,141505
138,919063167,140638
139,8095624,139796
140,7098091,139380
141,6979129,137979
142,919658213,137246
143,6214450,136197
144,919677851,135959
145,5286867,135884
146,919263096,135722
147,6002698,135458
148,919641656,134490
149,681429,132967
150,6547209,131834
151,919637426,131377
152,919601494,131107
153,919673829,130797
154,919679639,130319
155,919255708,129601
156,919672018,128913
157,918742361,128873
158,919412230,128707
159,919582775,128469
160,509100,127648
161,8122077,126214
162,919307382,125988
163,919561270,125958
164,919234229,125878
165,1301489,124758
166,1629992,123618
167,5291491,123472
168,919675850,121510
169,5276221,121344
170,6192372,121189
171,7074510,120140
172,7161805,119088
173,919495065,118381
174,918853616,117141
175,919475862,116783
176,7901525,116433
177,7617585,115855
178,919652893,115666
179,7123081,115283
180,919219455,114971
181,7077724,114877
182,919678146,114495
183,919671487,113803
184,919673543,113488
185,919508657,113365
186,919566917,112898
187,919676407,112485
188,6123353,111375
189,919225797,110374
190,919677977,110304
191,919665178,110259
192,919515697,110116
193,921611,109744
194,918974055,109100
195,919577171,109090
196,2058770,109055
197,5335051,108516
198,919593885,107943
199,919673928,107782
200,919613742,107405
201,919549162,107354
202,801208,106916
203,5405016,105891
204,6285740,105811
205,6013902,105635
206,919463152,105191
207,5331568,104881
208,7299229,104624
209,919482725,104325
210,919677302,103921
211,6215720,103760
212,7855000,102217
213,6864913,102108
214,919671899,101703
215,2316170,100940
216,919676116,100130
217,919524151,99610
218,919245274,99421
219,919634542,98975
220,919481658,98849
221,919592433,98598
222,919555073,98577
223,919676639,98549
224,919678110,98350
225,919247421,98150
226,919675901,98042
227,919675219,97659
228,919674639,97631
229,8269713,97617
230,919677887,97617
231,919652936,97323
232,919666945,96624
233,919609067,96517
234,919662864,95626
235,5663655,95609
236,919676451,94911
237,919679526,94703
238,919675352,94033
239,919454997,93982
240,919465948,93799
241,7565517,92867
242,919549672,92845
243,919657672,92767
244,2385377,92448
245,919649890,92239
246,919641647,91854
247,7515203,91340
248,919480858,91044
249,7422886,90524
250,919678410,90369
251,919157780,90285
252,8114138,89781
253,7941200,89610
254,7197739,89256
255,919666867,89029
256,5416901,88942
257,6969263,88594
258,919573444,87286
259,6299615,87252
260,919657536,86819
261,919503726,86493
262,919646879,86447
263,919585292,86427
264,7052444,86368
265,919675416,86239
266,919391900,86167
267,919346680,85648
268,919679826,85483
269,919666804,85453
270,919342675,85368
271,7701077,84952
272,6607121,84320
273,1293347,83645
274,1312627,83605
275,1674,83326
276,918747421,83081
277,919659126,82788
278,919545222,82770
279,919646503,82311
280,6056898,81914
281,5394998,81631
282,919671430,81514
283,919327217,81506
284,882635,81479
285,919646596,81130
286,919528263,81080
287,919676700,80988
288,919309365,80465
289,8114578,80448
290,7882068,80310
291,6237737,80221
292,8084002,80000
293,919530913,79748
294,6880461,79584
295,919650882,78862
296,919625730,78862
297,919664143,78397
298,919565349,78229
299,5635912,78106
300,919358913,78058
301,919433440,77556
302,919677318,77469
303,7036812,77090
304,278946,77063
305,7041608,76880
306,919677558,76201
307,919541772,76074
308,919670398,75698
309,919541054,75696
310,919604517,75495
311,919088358,75400
312,6344325,74312
313,7928213,74182
314,7946098,73901
315,7938454,73597
316,919381653,73400
317,918725314,73225
318,919416900,72778
319,7745268,72711
320,919507252,72278
321,7345262,72156
322,5508452,72119
323,919539061,71924
324,919672257,71812
325,6240341,71455
326,919581872,71077
327,6886876,70871
328,919650368,70240
329,918858345,70208
330,919677193,70153
331,919219572,69963
332,919619860,69578
333,1528181,69322
334,919326917,69282
335,919678871,69268
336,919269696,69052
337,919312760,68767
338,919673790,68349
339,919514563,68334
340,1231948,67724
341,919589047,67451
342,919258446,67386
343,919248842,67308
344,919674021,67126
345,5432494,67090
346,919668829,67021
347,919678469,66474
348,113569,66189
349,919677899,66114
350,919071304,65938
351,5625167,65813
352,2083151,65704
353,6639240,65585
354,6064525,65471
355,5406133,65426
356,919674805,65218
357,2090317,65055
358,455314,65005
359,919664496,64827
360,7926106,64645
361,919395926,64591
362,919673670,64460
363,919589893,64456
364,919301299,64455
365,919673518,64234
366,919637270,64182
367,919651767,64162
368,919291551,63920
369,919305423,63916
370,919675394,63867
371,1194782,63638
372,919678192,63374
373,919677244,63184
374,919441122,63136
375,919526994,62849
376,919549363,62685
377,919607690,62658
378,919166685,62618
379,919355146,62231
380,919087688,61988
381,919677416,61984
382,7988561,61861
383,919309124,61817
384,919064058,61792
385,5738024,61733
386,919643253,61731
